source_id,phot_g_mean_mag,parallax
418551920284673408,1.9425238370895386,14.090976249252234
4357027756659697664,2.016425132751465,20.411292350652413
5589311357728452608,2.083237409591675,5.762063161817684
4993479684438433792,2.089977502822876,39.91825815729799
4038055447778237312,2.116495132446289,23.885852068095137
1279798794197267072,2.183352470397949,13.82667260913517
160886283751041408,2.197542190551758,7.249065034494049
4302054339959905920,2.223691940307617,5.589928355256642
1222646935698492160,2.2693703174591064,42.24080076261629
5111187420714898304,2.2707934379577637,17.00162879163835
1563590579347125632,2.282646894454956,40.213284471127004
4049506483413484672,2.2969820499420166,7.846769491115783
6227443304915069056,2.303412437438965,12.538654525627177
804753180515722624,2.324510097503662,17.798718499448466
4429785739602747392,2.3253543376922607,43.94497411580315
2106630885454013184,2.3616831302642822,10.440410406499382
5922444483103229952,2.391281843185425,4.560053792219337
6407842789021567872,2.396662950515747,17.732356212677455
856096765753549056,2.398536443710327,38.60307997876443
3704342295607157120,2.4037773609161377,17.4064804454874
4473334474604992384,2.4423248767852783,39.22844495769126
3501215734352781440,2.4482829570770264,22.00492733579523
2202630001603369856,2.45072603225708,0.11902358415373226
4629125170492116224,2.474003553390503,15.07934675483247
702343774145932544,2.4886538982391357,14.704195701416294
1625209684868707328,2.494415044784546,35.71632757836309
6126469654585981952,2.5082569122314453,5.7179329578318505
5917537534527580160,2.5107855796813965,5.772484443283007
5361403934691772160,2.5133938789367676,29.050584144755422
4076915349846977664,2.543506145477295,42.91983428306095
5306951892646516992,2.5465452671051025,14.623396609093676
1297565458994346240,2.547637939453125,22.002254438170677
1415230383034813824,2.5482864379882812,8.919816494942994
2971266110612490624,2.5535128116607666,1.6817195427885396
4337352305320149760,2.55659556388855,7.408845727983025
5099455184968674560,2.5895581245422363,10.615268776173938
5502164890740285696,2.618499279022217,18.757713279082175
3736865265441207424,2.619050979614258,30.210957333166505
2968097043228517120,2.62717604637146,20.869734045876413
3490234568129160704,2.6297013759613037,10.598376382247242
5512070906394195968,2.6405158042907715,17.023374330493326
3384529341302871296,2.64839768409729,3.747653899374491
447071293401293056,2.6510000228881836,14.125159961030231
2026116260337482112,2.651681900024414,8.981563552668588
2900546759663847168,2.6532034873962402,11.400786448797566
2962546605447869184,2.6534926891326904,15.599908298075055
779106556394253824,2.680030107498169,23.227226550456237
510204838759030144,2.680529832839966,32.02972419177956
4683897617110115200,2.680731773376465,133.71940556671353
1339952869195300608,2.7025177478790283,8.899064345249363
